"","X","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","AGFB_L005","AGFB_L010","AGFB_N003","BHEB_G002","BHEB_G003","BHEB_G007","BHEB_G008","BHEB_G009","BHEB_N004","BHEB_N005","BHEB_N006","BHEB_N208","CCNB_G004","CCRB_N001","CCRB_N002","CCRB_N003","CCRB_N006","CCRB_N007","HDRB_G001","HDRB_G002","HDRB_G005","HDRB_G006","HDRB_G010","HHBB_G002","HHBB_G010","HHBB_L008","HHBB_L010","HUOB_G012","HUOB_G022","HUOB_G062","HUOB_G092","HUOB_G112","KNOB_L009","KNOB_L010","NFWB_L006","NFWB_L010","NFWB_N002","NFWB_N006","NFWB_N008","NFWB_N010","OPNZ_L103","OPNZ_L104","OPNZ_L105","OSKB_L001","SDSB_G002","SDSB_G003","SDSB_G005","SDSB_G008","SPLB_L001","SPLB_L002","SPLB_L003","SPLB_L005","SPLB_L006","SPLB_L007","SPLB_L009","TRTZ_L001","TRTZ_L003","TRTZ_L004","TRTZ_L005","TRTZ_L006","TWGB_G002","TWGB_G006","TWGB_G009","WCFB_G004","WCFB_G006","WCFB_G008","WCFB_G009","WCFB_L007","WCFB_L009","WSHB_G002","WSHB_G003","WSHB_G004","WSHB_G005","WSHB_G007","WSHB_G008","WSHB_G010","WSHB_G205","AGFB_L001","AGFB_L002","AGFB_L004","AGFB_L006","AGFB_L007","AGFB_L011","AGFB_N004","AGFB_N005","AGFB_N007","AGFB_N008","AGFB_N009","BHEB_G001","BHEB_G005","BHEB_N001","BHEB_N007","BHEB_N008","CCRB_N004","CCRB_N005","CCRB_N008","CCRB_N009","CFZZ_G004","CFZZ_G008","HDRB_G003","HDRB_G008","HHBB_G001","HHBB_G004","HHBB_G005","HHBB_G009","HHBB_L002","HHBB_L003","HHBB_L009","HULB_L002","HUOB_G082","HUOB_N001","HUOB_N003","HUOB_N005","KNOB_L001","KNOB_L002","KNOB_L003","KNOB_L004","KNOB_L008","LMZZ_G002","LMZZ_G004","LMZZ_G006","LMZZ_G008","NFWB_L004","NFWB_N007","OPNZ_L010","OPNZ_L101","OPNZ_L107","OSKB_L002","OSKB_L004","OSKB_L005","OSKB_L007","SDSB_B001","SDSB_B002","SDSB_B005","SDSB_G004","TRTZ_L002","TRTZ_L010","TWGB_G004","TWGB_G007","TWGB_G008","WCFB_G003","WCFB_G005","WCFB_G007","WCFB_G010","WCFB_G011","WCFB_L004","WCFB_L006","WCFB_L010","WCFB_L011","WSHB_G001","WSHB_G006","WSHB_G009","YCNB_L001","YCNB_L002","YCNB_L004","YCNB_L005","YCNB_L007","YCNB_L008","YCNB_L009","YCNB_L010"
"11",11,"ASV_17","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae",0,0,0.168855534709193,0,0,0,0,0.00137375358873831,0,0,0,0.0277777777777778,0,0,0,0,0,0,0.206896551724138,0,0.00456126865973543,0.014278294236742,0,0,0,0,0.00497683198901665,0.0257363137167896,0.0195475113122172,0,0.00435060919378112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150472040668119,0.00355530474040632,0,0,0.0869565217391304,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0144146338336901,0.241777403643798,0.00334526674100593,0.0255841553337614,0,0.0579080561048328,0.160493827160494,0.0497512437810945,0,0,0,0,0,0,0,0,0,0.0116279069767442,0,0,0.0479546884833228,0.0254054353240715,0.0213442325158946,0,0.0614464812473662,0,0,0,0,0,0,0,0,0,0,0,0,0.0452904843167162,0,0,0,0,0,0.0627514078841512,0,0,0,0.0526315789473684,0,0.0756729810568295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970158870418438,0,0.0196685082872928,0.0276636809026575,0,0,0,0,0,0,0.0245346869712352,0,0.10843064288464,0.0670646394925846,0,0,0.00473542055601243,0,0,0,0.0598860862489829,0,0,0,0,0,0,0,0
"12",12,"ASV_19","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neostagonospora","s__caricis",0,0.00877727952167414,0.469355847404628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382297018487803,0,0,0,0,0,0.00285504781815062,0,0,0,0,0.000447802158117498,0,0,0,0,0,0.100689655172414,0.0431777337449887,0,0,0,0,0,0,0,0.000366817155756208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269833741395444,0.0013228308580362,0.00899896316293992,0.000603124574408062,0,0.0122537217093737,0.0102880658436214,0,0,0,0,0,0,0,0,0,0.0178050422682726,0.0548172757475083,0,0.686139254149601,0.000881057268722467,0.00592239995572037,0,0.463911409926834,0.00863885377159713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458015267175573,0,0,0,0,0,0,0,0,0,0,0.000346414608798931,0.00148723050102924,0.0139445340548416,0,0,0,0,0,0.0721232341875488,0.00218144488643655,0.0181886018095327,0,0,0.0126979425279741,0,0,0,0.00179007323026851,0,0,0,0,0,0,0,0
"13",13,"ASV_22","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Microdochium","s__nivale",0.0031496062992126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918560362904951,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809256761553205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",14,"ASV_37","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella",NA,0,0,0,0,0.00186576657563987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117314713142063,0,0,0,0.015133313571618,0,0,0,0,0,0,0,0,0,0,0,0.00308741532648265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017383853493472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112810909585152,0,0,0,0,0.0647773279352227,0,0.642813330607238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412111017661901,0,0,0,0,0,0,0,0,0
"15",15,"ASV_12","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__heimaeyensis",0,0,0,0.0456395348837209,0.0241023118544024,0,0,0.0492699039916031,0.25,0,0.11002252642523,0,0,0.0184963312183191,0,0,0,0,0,0,0,0.047244511813778,0.00220551660707079,0,0,0,0,0,0,0,0,0.00795932222976584,0,0,0,0,0,0,0,0,0,0,0,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00624812770145932,0,0,0,0,0,0.000932348390930607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137203676826318,0.0362875766125109,0,0,0.00731394354148845,0,0.0592346373476519,0,0.0923869306293256,0.0391300550266399,0.139959690792663,0,0,0,0,0,0,0,0,0,0,0,0,0.00705716302046577,0,0,0,0,0,0,0,0,0.0986661166116612,0.0139041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121211176372005,0,0,0,0,0,0,0,0,0,0,0,0
"16",16,"ASV_10","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Ascochyta",NA,0,0,0,0,0,0,0,0,0,0,0,0.131944444444444,0,0,0,0.212121212121212,0,0,0,0,0,0,0,0,0,0,0.00156013541975443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483989437387035,0.0145511394383982,0.000489074084942387,0.00241249829763225,0,0.00434412876653382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490697198936823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632133450395083,0.00010575296108291,0.0855398594448783,0.0748107275760298,0.0480365637533812,0,0,0.000116923964345986,0,0,0,0,0,0,0,0,0,0,0,0
"17",17,"ASV_16","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Protomycetaceae","g__Protomyces","s__inouyei",0,0,0,0.00581395348837209,0.0138066726597351,0,0,0.00875189084061371,0,0,0.00368393692600936,0,0,0.0158023466023891,0,0,0,0,0,0,0.011650956753914,0.000848005596836939,0.00120130266257473,0,0,0,0.310638563427306,0.00216318154085085,0,0,0,0,0,0,0,0,0,0.0239408866995074,0.0582461637712548,0,0,0,0,0,0,0.0348874364560639,0.00558690744920993,0,0,0,0,0,0,0,0,0,0.00430668102227007,0.00112597887518343,0,0.00238987919051064,0.00159744408945687,0,0,0,0.0165955144008177,0,0.00626471332127084,0,0.00187152717300356,0,0,0,0.0220076572674175,0,0,0,0.007116197336509,0,0,0.00553602154559737,0,0,0,0,0,0,0,0.00668984407922461,0.00323173681664248,0,0,0,4.27715996578272e-05,0,0.0742350634961221,0,0.00708192499597618,0,0,0,1.51018620595919e-05,0,0,0,0,0,0.00348618932689729,0.162747904314046,0,0,0,0,0.00428713858424726,0.010846140257905,0.0171037857923277,0.0072391412880679,0,0.00204793151830383,0,0,0,0,0,0.0725190839694656,0,0,0,0,0,0,0,0.0145063603394636,0.00444144730722723,0.0342541436464088,0.038781940251728,0.00531857265268736,0.0211249284562152,0.018018018018018,0,0,0,0,0,0.00423456948543565,0,0,0,0.00717913141084353,0,0,0,0.0103064822348793,0,0,0,0,0,0,0,0
"18",18,"ASV_20","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Cryptococcus","s__watticus",0,0,0,0.013953488372093,0.0132639042013671,0,0,0.148025808044948,0,0,0.0158066193034136,0,0,0.0580128318740917,0,0.121212121212121,0,0,0,0,0,0,0,0,0,0,0,0.0036607687614399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121315143326214,0.00548902195608782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231121737397888,0,0,0,0,0,0,0,0,0.006426735218509,0,0.0668601838413159,0.0594415799202257,0,0,0.038622754491018,0,0.0551436120344328,0,0.328504748108804,0,0,0,0,0,0,0,0,0,0,0,0.00292478340047459,0,0,0,0,0,0.013141266093016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241388662869542,0,0,0,0.025360310421286,0,0,0,0
"19",19,"ASV_15","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__cladosporioides",0,0.00333632286995516,0.00894308943089431,0,0,0,0,0,0,0,0,0,0,0.0566303924001276,0,0,0,0,0,0,0.0854403495287026,0,0.00511492149299397,0,0.00182034586571449,0,0,0.0016639858006545,0,0,0.000889650757830554,0.0054891877446661,0,0,0,0,0,0,0.0351135892355191,0,0,0,0,0,0,0,0.00886004514672686,0,0,0,0,0,0,0,0,0,0,0.000203402635517006,0.0410429141716567,0,0,0,0,0.0161772057786722,0,0.0017411037423949,0.00673164847565128,0,0.010027014196968,0,0,0.173548244645617,0.00609227845625017,0,0,0,0,0,0,0.00418942171018179,0,0,0.00582021987497305,0,0,0,0.0581372355151275,0,0,0.00573985796283685,0,0,0.0048759623609923,0,0.0194323702377908,0,0.00659906647352326,0,0,0,0.00291465937750125,0.00421742604549009,0,0,0,0,0,0,0.00160035318139176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246497671250529,0,0.0061878453038674,0.00381056069678824,0,0,0.00700700700700701,0.0103388034481771,0.0211068638856573,0,0.00285532994923858,0.00340739689075034,0.00269472603618632,0,0,0,0.0252945509535149,0,0.019478810213214,0.0273338940285955,0.143097369134798,0,0,0,0,0,0,0,0
"20",20,"ASV_11","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438939330166556,0.684116830017411,0.0200782116383587,0,0.00971623139999112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577441293468497,0.0140845070422535,0,0,0.125689364206457,0,0,0,0,0,0,0,0,0,0,0,0
"21",21,"ASV_13","k__Fungi",NA,NA,NA,NA,NA,NA,0,0.304286995515695,0,0,0,0,0,0,0,0,0,0,0,0.0285916840948566,0,0,0,0,0,0,0,0,0.00188642058732438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377988488783943,0,0,0,0,0,0,0,0,0,0,0,0,0.00689170182841069,0,0,0.105788423153693,0.0149312635664014,0,0,0,0,0,0,0.0135022082141676,0,0,0,0,0,0.152069418438924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",22,"ASV_23","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Cryptococcus","s__festucosus",0,0,0,0,0,0,0,0.00103417404994906,0,0,0,0,0,0.0125624756300734,0,0,0,0,0,0,0,0,0,0,0,0,0.0570697536546172,0,0,0,0,0,0,0,0,0,0,0.016551724137931,0.0329938712501728,0,0,0,0,0,0,0.00363108206245461,0.0200902934537246,0,0,0,0,0,0,0,0,0.00160571964369433,0,0.00783100146740473,0,0,0,0,0,0.000813987770955378,0.034994889062594,0.000860770389498601,0,0.25,0.000785494981370108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683566723861183,0,0.0409333596994265,0,0,0,0,0,0.008169375534645,0,0.208983209750277,0,0,0,0,0,0,0,0,0,0,0.0178137651821862,0,0.0370067470864854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103274976528414,0.01258022509534,0,0.00948516190758978,0.00250169898848628,0.00593163015765649,0,0,0,0.00258511364744903,0,0,0,0.00802163977240929,0,0,0.0184038319880582,0,0,0,0,0,0,0,0,0,0,0,0
"23",23,"ASV_31","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__radicina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218299218214752,0,0,0,0,0.00105385767374785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111839336179424,0,0,0,0,0,0,0,0,0,0,0,0.00114730528486574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767174592627271,0,0.00533130236100533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732164406899979,0,0,0,0,0,0,0.00573835219794683,0.0437342304457527,0,0,0,0,0,0,0,0,0
"24",24,"ASV_25","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638173065253449,0,0,0,0,0,0,0,0,0.705948093878058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420521446593776,0,0,0,0,0,0,0,0,0
"25",25,"ASV_27","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__psychrotolerans",0,0,0,0,0.0118221754838272,0,0,0.0259469638502146,0,0,0,0,0,0,0,0,0,0,0,0,1.01136777377726e-05,0.0536363539999364,0,0,0,0,0,0,0,0,0.000661813368630046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938558297048863,0.0151765735966534,0,0,0,0,0,0,0.00418477386125865,0.0113547034675518,0,0,0,0,0,0,0.472535211267606,0,0,0,0,0,0,0,0.0113659022931206,0,0.0283065892624276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664783114508891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",26,"ASV_29","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__tephrensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120632920254848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136256441610621,0.00762813480623517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557068843115437,0,0,0.00459898808089684,0,0,0,0.000136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357988944459068,0.00336417157275021,0,0,0.000954099516727853,0,0,0,0,0,0
"27",27,"ASV_40","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275270935960591,0.296852679600018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",28,"ASV_43","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia",NA,0,0,0,0.435755813953488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123367198838897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",29,"ASV_38","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__tofieldiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000947902882187872,0,0,0,0,0,0,0,0,0.0011700637034683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958605664488017,0.000620767494356659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000326876978887593,0,0,0,0,0,0,0,0,0.00944582623033284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02701723122461,0,0,0,0,0,0,0,0,0,0,0,0.0194416749750748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349772647778944,0.00120918984280532,0.00878453038674033,0.000329918675046601,0,0,0.0590590590590591,0,0.00265913245803557,0,0,0,0,0,0,0,0,0,0.372571729402474,0.00630782169890664,0.00911310008136696,0,0,0,0,0,0,0,0
"30",30,"ASV_188","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Calloriaceae","g__Polyphilus",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034439180105835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",31,"ASV_30","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__subcucurbitae",0,0,0.00306441525953721,0,0,0,0,0.0935695983700182,0,0,0,0,0.0438247011952191,0.0130303782212612,0,0,0,0,0,0,0.00393422063999353,0,0.00219613143001943,0,0,0,0,0,0,0,0.000433975979429539,0.0379331763618241,0,0,0,0,0,0,0.00129026312151514,0,0,0,0,0,0,0,0.000846501128668172,0,0,0,0,0,0,0,0,0.00116033755274262,0.00232334107780359,0.000428598410553691,0.00449101796407186,0,0.00798722044728434,0,0.000470749347370223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486272162788958,0,0,0.00732916576848459,0,0,0,0.00138421989321732,0.0198588284871471,0,0,0,0,0,0,0.020114207789994,0,0.0296153227104458,0,0,0,0,0,0.0326542269611577,0,0,0,0,0,0,0,0,0,0.00667996011964108,0,0,0,0,0.000411003557306651,0,0,0,0,0,0.099236641221374,0,0,0.00491343004211511,0,0,0,0,0.000552272601756227,0,0,0.00600451988584814,0,0,0,0,0.00847598470998837,0,0,0,0,0,0,0,0,0,0.00710713345617268,0,0,0,0,0,0.00415742793791574,0,0,0,0
"32",32,"ASV_14","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae",0,0,0,0.0125,0.0224231219363265,0,0,0.00716204118173679,0,0,0.068352105354358,0,0,0.0021268299599447,0,0,0,0,0,0,0,0.0295635951197278,0.201368358814089,0,0.0412378351886859,0,0,0,0,0,0,0.00349574587949788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381615868408321,0.0122093588870513,0,0,0.00765611633875107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274937709425208,0,0,0,0,0,0,0,0,0,0,0,0,0.0134526715486846,0,0,0.00605780723677062,0,0,0,0,0
"33",33,"ASV_97","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130007078163144,0,0,0,0,0,0,0.0288005161052486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367783711876675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121537170040108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",34,"ASV_86","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Endophoma","s__elongata",0.124409448818898,0,0,0,0.00422341706667571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226415094339623,0.00350228621461232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105181833232162,0,0,0.123500352858151,0,0.00809044338456103,0.000911329181163178,0.00199700449326011,0,0,0.0171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257192043639682,0,0,0,0,0,0
"35",35,"ASV_51","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidiaceae_gen_Incertae_sedis",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370014975872206,0.0146606334841629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
